10,17.118
15,17.66
20,17.798
25,17.932
30,18.087
35,18.213
40,18.279
45,18.376
50,18.429
55,18.494
60,18.542
65,18.55
70,18.591
75,18.592
80,18.586
85,18.593
90,18.585
95,18.588
100,18.597
