1,100.9
4,84.86
9,71.205
16,61.376
25,54.361
36,49.251
49,45.254
64,41.742
81,38.965
100,36.577
121,34.71
144,33.137
169,31.68
196,30.377
225,29.153
256,28.036
289,27.026
324,26.051
361,25.158
400,24.308
441,23.497
484,22.708
529,21.974
576,21.287
625,20.651
676,20.051
729,19.476
784,18.919
841,18.38
900,17.858
961,17.348
1024,16.854
1089,16.379
1156,15.922
1225,15.484
1296,15.054
1369,14.636
1444,14.231
1521,13.836
1600,13.45
