1,36.478
4,21.569
9,18.572
16,17.622
25,7.6938
36,6.6368
49,5.9495
64,5.7634
81,5.3995
100,4.7018
121,4.4643
144,4.2594
169,4.0518
196,3.8542
225,3.6953
256,3.6417
289,3.5633
324,3.5058
361,3.421
400,3.3041
441,3.2468
484,3.1941
529,3.1516
576,3.0848
625,2.96
